Class,CBO,DIT,LCOM,WMC
org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess,25,1,1,19
org.apache.pdfbox.preflight.process.reflect.TilingPatternValidationProcess,15,1,1,8
org.apache.pdfbox.preflight.utils.ByteArrayDataSource,1,0,3,7
org.apache.pdfbox.preflight.utils.COSUtils,39,0,1,42
org.apache.pdfbox.preflight.utils.ContextHelper,26,0,1,14
org.apache.pdfbox.preflight.utils.FilterHelper,7,0,1,8
org.apache.pdfbox.preflight.utils.RenderingIntents,3,0,1,2
org.apache.pdfbox.preflight.xobject.AbstractXObjValidator,14,0,1,11
org.apache.pdfbox.preflight.xobject.XObjFormValidator,18,1,1,16
org.apache.pdfbox.preflight.xobject.XObjImageValidator,19,1,1,17
org.apache.pdfbox.preflight.xobject.XObjPostscriptValidator,5,1,1,2
org.apache.pdfbox.printing.Orientation,3,n/a,2,0
org.apache.pdfbox.printing.PDFPageable,9,0,1,18
org.apache.pdfbox.printing.PDFPrintable,10,0,2,23
org.apache.pdfbox.printing.Scaling,3,n/a,2,0
org.apache.pdfbox.rendering.CIDType0Glyph2D,5,0,1,5
org.apache.pdfbox.rendering.GroupGraphics,1,0,1,87
org.apache.pdfbox.rendering.ImageType,4,n/a,3,5
org.apache.pdfbox.rendering.PDFRenderer,43,0,3,61
org.apache.pdfbox.rendering.PageDrawer,66,2,3,209
org.apache.pdfbox.rendering.PageDrawer.TransparencyGroup,16,0,5,19
org.apache.pdfbox.rendering.PageDrawerParameters,8,0,6,7
org.apache.pdfbox.rendering.RenderDestination,6,n/a,2,0
org.apache.pdfbox.rendering.SoftMask,5,0,2,5
org.apache.pdfbox.rendering.SoftMask.SoftPaintContext,2,0,1,10
org.apache.pdfbox.rendering.TTFGlyph2D,11,0,1,16
org.apache.pdfbox.rendering.TilingPaint,9,0,2,13
org.apache.pdfbox.rendering.TilingPaintFactory,8,0,1,4
org.apache.pdfbox.rendering.TilingPaintFactory.TilingPaintParameter,5,0,0,19
org.apache.pdfbox.rendering.Type1Glyph2D,6,0,1,14
org.apache.pdfbox.text.LegacyPDFStreamEngine,46,1,1,23
org.apache.pdfbox.text.PDFMarkedContentExtractor,12,2,1,24
org.apache.pdfbox.text.PDFTextStripper,37,2,1,190
org.apache.pdfbox.text.PDFTextStripper.LineItem,2,0,2,5
org.apache.pdfbox.text.PDFTextStripper.PositionWrapper,2,0,6,12
org.apache.pdfbox.text.PDFTextStripper.WordWithTextPositions,2,0,2,3
org.apache.pdfbox.text.PDFTextStripperByArea,5,3,2,14
org.apache.pdfbox.text.TextPosition,21,0,9,91
org.apache.pdfbox.text.TextPositionComparator,2,0,1,4
org.apache.pdfbox.tools.AngleCollector,3,3,1,3
org.apache.pdfbox.tools.DecompressObjectstreams,9,0,1,8
org.apache.pdfbox.tools.Decrypt,5,0,1,22
org.apache.pdfbox.tools.Encrypt,8,0,1,27
org.apache.pdfbox.tools.ExportFDF,5,0,1,12
org.apache.pdfbox.tools.ExportXFDF,5,0,1,12
org.apache.pdfbox.tools.ExtractImages,8,0,1,19
org.apache.pdfbox.tools.ExtractImages.ImageGraphicsEngine,27,2,11,50
org.apache.pdfbox.tools.ExtractText,28,0,2,47
org.apache.pdfbox.tools.FilteredTextStripper,3,3,1,3
org.apache.pdfbox.tools.ImageToPDF,7,0,1,32
org.apache.pdfbox.tools.ImportFDF,6,0,1,11
org.apache.pdfbox.tools.ImportXFDF,6,0,2,10
org.apache.pdfbox.tools.NullWriter,1,0,3,3
org.apache.pdfbox.tools.OverlayPDF,5,0,1,18
org.apache.pdfbox.tools.PDFBox,15,0,1,18
org.apache.pdfbox.tools.PDFMerger,4,0,1,6
org.apache.pdfbox.tools.PDFSplit,6,0,1,29
org.apache.pdfbox.tools.PDFText2HTML,7,3,6,26
org.apache.pdfbox.tools.PDFText2HTML.FontState,4,0,1,24
org.apache.pdfbox.tools.PDFToImage,10,0,1,43
org.apache.pdfbox.tools.PrintPDF,6,0,1,26
org.apache.pdfbox.tools.TextToPDF,13,0,1,56
org.apache.pdfbox.tools.Version,3,0,1,6
org.apache.pdfbox.tools.WriteDecodedDoc,10,0,1,17
org.apache.pdfbox.tools.imageio.ImageIOUtil,6,0,1,33
org.apache.pdfbox.tools.imageio.JPEGUtil,2,0,1,8
org.apache.pdfbox.tools.imageio.MetaUtil,3,0,1,3
org.apache.pdfbox.tools.imageio.TIFFUtil,2,0,2,11
org.apache.pdfbox.util.Charsets,25,0,0,1
org.apache.pdfbox.util.DateConverter,6,0,1,51
org.apache.pdfbox.util.Hex,16,0,2,19
org.apache.pdfbox.util.IterativeMergeSort,3,0,1,14
org.apache.pdfbox.util.Matrix,93,0,3,59
org.apache.pdfbox.util.NumberFormatUtil,4,0,1,14
org.apache.pdfbox.util.SmallMap,3,0,1,42
org.apache.pdfbox.util.SmallMap.SmallMapEntry,1,0,1,8
org.apache.pdfbox.util.Vector,13,0,1,5
org.apache.pdfbox.util.Version,3,0,1,2
org.apache.pdfbox.util.XMLUtil,6,0,2,6
org.apache.pdfbox.util.filetypedetector.ByteTrie,2,0,1,10
org.apache.pdfbox.util.filetypedetector.ByteTrie.ByteTrieNode,1,0,1,3
org.apache.pdfbox.util.filetypedetector.FileType,3,n/a,2,0
org.apache.pdfbox.util.filetypedetector.FileTypeDetector,5,0,1,5
org.apache.xmpbox.DateConverter,6,0,2,42
org.apache.xmpbox.XMPMetadata,100,0,18,43
org.apache.xmpbox.XmpConstants,8,0,0,1
org.apache.xmpbox.schema.AdobePDFSchema,18,4,6,20
org.apache.xmpbox.schema.DublinCoreSchema,24,4,19,72
org.apache.xmpbox.schema.ExifSchema,8,4,1,6
org.apache.xmpbox.schema.PDFAExtensionSchema,8,4,1,3
org.apache.xmpbox.schema.PDFAIdentificationSchema,19,4,6,30
org.apache.xmpbox.schema.PhotoshopSchema,18,4,20,102
org.apache.xmpbox.schema.TiffSchema,10,4,3,16
org.apache.xmpbox.schema.XMPBasicJobTicketSchema,13,4,1,11
org.apache.xmpbox.schema.XMPBasicSchema,28,4,12,61
org.apache.xmpbox.schema.XMPMediaManagementSchema,16,4,19,75
org.apache.xmpbox.schema.XMPRightsManagementSchema,12,4,5,28
org.apache.xmpbox.schema.XMPSchema,42,3,7,145
org.apache.xmpbox.schema.XMPSchemaFactory,9,0,2,7
org.apache.xmpbox.schema.XMPageTextSchema,4,4,0,2
org.apache.xmpbox.schema.XmpSchemaException,4,0,0,2
org.apache.xmpbox.type.AbstractComplexProperty,39,1,2,14
org.apache.xmpbox.type.AbstractField,30,0,5,9
org.apache.xmpbox.type.AbstractSimpleProperty,19,1,6,5
org.apache.xmpbox.type.AbstractStructuredType,53,2,4,19
org.apache.xmpbox.type.AgentNameType,9,3,0,1
org.apache.xmpbox.type.ArrayProperty,27,2,4,6
org.apache.xmpbox.type.Attribute,10,0,3,8
org.apache.xmpbox.type.BadFieldValueException,14,0,0,2
org.apache.xmpbox.type.BooleanType,10,2,1,9
org.apache.xmpbox.type.CFAPatternType,4,3,0,1
org.apache.xmpbox.type.Cardinality,40,n/a,3,2
org.apache.xmpbox.type.ChoiceType,8,3,0,1
org.apache.xmpbox.type.ComplexPropertyContainer,12,0,1,24
org.apache.xmpbox.type.DateType,14,2,1,12
org.apache.xmpbox.type.DefinedStructuredType,5,3,1,4
org.apache.xmpbox.type.DeviceSettingsType,4,3,0,1
org.apache.xmpbox.type.DimensionsType,3,3,0,1
org.apache.xmpbox.type.FlashType,3,3,0,1
org.apache.xmpbox.type.GPSCoordinateType,2,3,0,1
org.apache.xmpbox.type.GUIDType,5,3,0,1
org.apache.xmpbox.type.IntegerType,15,2,1,6
org.apache.xmpbox.type.JobType,8,3,3,8
org.apache.xmpbox.type.LayerType,11,3,2,7
org.apache.xmpbox.type.LocaleType,5,3,0,1
org.apache.xmpbox.type.MIMEType,6,3,0,1
org.apache.xmpbox.type.OECFType,5,3,0,1
org.apache.xmpbox.type.PDFAFieldType,7,3,3,7
org.apache.xmpbox.type.PDFAPropertyType,8,3,4,9
org.apache.xmpbox.type.PDFASchemaType,9,3,4,7
org.apache.xmpbox.type.PDFATypeType,9,3,5,10
org.apache.xmpbox.type.PartType,6,3,0,1
org.apache.xmpbox.type.ProperNameType,7,3,0,1
org.apache.xmpbox.type.PropertiesDescription,6,0,1,4
org.apache.xmpbox.type.RationalType,3,3,0,1
org.apache.xmpbox.type.RealType,5,2,1,6
org.apache.xmpbox.type.RenditionClassType,7,3,0,1
org.apache.xmpbox.type.ResourceEventType,7,3,6,13
org.apache.xmpbox.type.ResourceRefType,17,3,16,51
org.apache.xmpbox.type.TextType,43,2,1,5
org.apache.xmpbox.type.ThumbnailType,16,3,4,13
org.apache.xmpbox.type.TypeMapping,54,0,1,50
org.apache.xmpbox.type.Types,68,n/a,6,7
org.apache.xmpbox.type.URIType,11,3,0,1
org.apache.xmpbox.type.URLType,9,3,0,1
org.apache.xmpbox.type.VersionType,7,3,6,11
org.apache.xmpbox.type.XPathType,5,3,0,1
org.apache.xmpbox.xml.DomHelper,4,0,6,14
org.apache.xmpbox.xml.DomXmpParser,35,0,2,110
org.apache.xmpbox.xml.DomXmpParser.NamespaceFinder,1,0,1,7
org.apache.xmpbox.xml.PdfaExtensionHelper,22,0,2,44
org.apache.xmpbox.xml.XmpParsingException,9,0,1,3
org.apache.xmpbox.xml.XmpParsingException.ErrorType,7,n/a,2,0
org.apache.xmpbox.xml.XmpSerializationException,1,0,0,2
org.apache.xmpbox.xml.XmpSerializer,15,0,1,27

